FHIR_ID,Arabic_term,Long_definition,NAMC_CODE,NAMC_ID,NAMC_TERM,NAMC_term,NAMC_term_DEVANAGARI,NAMC_term_diacritical,NUMC_CODE,NUMC_ID,NUMC_TERM,Ontology_branches,Reference,Short_definition,Tamil_term,Category
AYU_2122,,the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases],NB-1.8,2198.0,,nakhAdaH,नखादः,nakhādaḥ,,,,,,,,Ayurveda
AYU_2123,,the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases],NB-1.9,2199.0,,dantAdaH,दन्तादः,dantādaḥ,,,,,,,,Ayurveda
AYU_2124,,the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases],NB-1.10,2200.0,,kikkisaH,किक्किसः,kikkisaḥ,,,,,,,,Ayurveda
AYU_2125,,the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases],NB-1.11,2201.0,,SoNitajakRumiH,शोणितजकृमिः,śōṇitajakr̥miḥ,,,,,,,,Ayurveda
AYU_2126,,the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases],NB-1.12,2202.0,,parIsarpaH,परीसर्पः,parīsarpaḥ,,,,,,,,Ayurveda
AYU_2127,,"the disorder is characterized by arōcakaḥ [tastelessness], avipākaḥ [indigestion], ānāhaḥ [barborygmus with distention], āsya sṁsravaṇam [salivation], kārśya [emaciation], kṣavathuḥ [sneezing], chardiḥ [vomitting], jvaraḥ [fever], pīnasa [cold, catarrh], mūrcchā [syncope/attacks of swooning], hr̥llāsaḥ [nausea], jr̥mbhā [yawning], aṁgamarda [gheneralized bodyache], pāruṣyam [roughness/dryness]",NB-2,2203.0,,kaPajakRumiH,कफजकृमिः,kaphajakr̥miḥ,,,,,,,,Ayurveda
AYU_2128,,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",NB-2.1,2204.0,,antrAdaH,अन्त्रादः,antrādaḥ,,,,,,,,Ayurveda
AYU_2129,,,NB-2.2 (SM3Y),2205.0,,udarAdaH/udarAveShTaH,उदरादः/उदरावेष्टः,(a) udarāveṣṭaḥ,,,,,,,,Ayurveda
AYU_2130,,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",NB-2.3,2206.0,,hRudayAdaH/hRudayodakaH,हृदयादः/हृदयोदकः,hr̥dayādaḥ/hr̥dayōdakaḥ,,,,,,,,Ayurveda
AYU_2131,,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",NB-2.4,2207.0,,curuH/kuruH,चुरुः/कुरुः,curuḥ/kuruḥ,,,,,,,,Ayurveda
AYU_2132,,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",NB-2.5,2208.0,,darBapuShpaH,दर्भपुष्पः,darbhapuṣpaḥ,,,,,,,,Ayurveda
AYU_2133,,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",NB-2.6,2209.0,,saugandhikaH,सौगन्धिकः,saugandhikaḥ,,,,,,,,Ayurveda
AYU_2134,,"the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope/attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness/dryness], pīnasa [cold, catarrh]",NB-2.7,2210.0,,mahAgudaH/mahAkuhaH,महागुदः/महाकुहः,mahāgudaḥ/mahākuhaḥ,,,,,,,,Ayurveda
AYU_2135,,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",NB-2.8,2211.0,,mahApuShpaH,महापुष्पः,mahāpuṣpaḥ,,,,,,,,Ayurveda
AYU_2136,,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",NB-2.9,2212.0,,pralUnaH,प्रलूनः,pralūnaḥ,,,,,,,,Ayurveda
AYU_2137,,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",NB-2.10,2213.0,,cipiTaH,चिपिटः,cipiṭaḥ,,,,,,,,Ayurveda
AYU_2138,,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",NB-2.11,2214.0,,pipIlikA,पिपीलिका,pipīlikā,,,,,,,,Ayurveda
AYU_2139,,"the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]",NB-2.12,2215.0,,dAruNakRumiH,दारुणकृमिः,dāruṇakr̥miḥ,,,,,,,,Ayurveda
AYU_2140,,,NB-3 (SQ50),2216.0,,purIShajakRumiH,पुरीषजकृमिः,(a) purīṣajakṛmiḥ,,,,,,,,Ayurveda
AYU_2141,,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",NB-3.1,2217.0,,kakerukaH,ककेरुकः,kakērukaḥ,,,,,,,,Ayurveda
AYU_2142,,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",NB-3.2,2218.0,,makerukaH,मकेरुकः,makērukaḥ,,,,,,,,Ayurveda
AYU_2143,,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",NB-3.3,2219.0,,lelihaH,लेलिहः,lēlihaḥ,,,,,,,,Ayurveda
AYU_2144,,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",NB-3.4,2220.0,,saSUlakaH,सशूलकः,saśūlakaḥ,,,,,,,,Ayurveda
AYU_2145,,"the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness/dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces/ loose motions], viṣṭambhaḥ [constipation/fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]",NB-3.5,2221.0,,sausurAdaH/sausUlakaH,सौसुरादः/सौसूलकः,sausurādaḥ/sausūlakaḥ,,,,,,,,Ayurveda
AYU_2146,,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",NB-3.6,2222.0,,ajavaH,अजवः,ajavaḥ,,,,,,,,Ayurveda
AYU_2147,,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",NB-3.7,2223.0,,vijavaH,विजवः,vijavaḥ,,,,,,,,Ayurveda
AYU_2148,,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",NB-3.8,2224.0,,kipya,किप्य,kipya,,,,,,,,Ayurveda
AYU_2149,,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",NB-3.9,2225.0,,cipyaH,चिप्यः,cipyaḥ,,,,,,,,Ayurveda
AYU_2150,,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",NB-3.10,2226.0,,gaNDUpadaH,गण्डूपदः,gaṇḍūpadaḥ,,,,,,,,Ayurveda
AYU_2151,,"the disorder is characterized by śūla [colicky pain in the abdomen], agnimāṁdda [diminution of agni (digestive power)], pāṇḍu [pallor/ anemia], viṣṭmbha [constipation/fullness in the abdomen], balasaṁkṣaya [loss of strength], prasēkaḥ [excessive salivation], aruci [tastelessness], hr̥drōga [diseases of heart], viḍbhēda [altered feces/ loose motions]",NB-3.11,2228.0,,dvimukhaH,द्विमुखः,dvimukhaḥ,,,,,,,,Ayurveda
AYU_2152,,"the disorder is characterized by lōmaharṣaḥ [horripilation], kārśya [emaciation], pāruṣya [roughness/dryness], agnisadana [diminution of agni (digestive power)], gudakaṇḍu [itching at anus/perianal region], gudē kr̥mi nirgamanam [per anal expulsion of kr̥mi], pāṇḍutā [pallor/ anemia], viḍbhēda [altered feces/ loose motions], śūla [colicky pain in the abdomen], viṣṭmbha [constipation/fullness in the abdomen]",NB-3.12,2229.0,,sulUnA,सुलूना,sulūnā,,,,,,,,Ayurveda
AYU_2153,,,NB-4,2230.0,,kaPaSoNitajakRumiH,कफशोणितजकृमिः,kaphaśōṇitajakr̥miḥ,,,,,,,,Ayurveda
AYU_2154,,the disorder is characterized by visarpavata śōtha [oedema as visarpa/ erysipelas],NB-4.1,2231.0,,snAyuka/kRumiH,स्नायुक/कृमिः,snāyuka/kr̥miḥ,,,,,,,,Ayurveda
AYU_2155,,"the disorder is characterized by śyāva [blackish discoloration], rūkṣaḥ [dry], atipīḍana yukta [with severe pain]",NB-4.1.1,2232.0,,vAtika snAyuka,वातिक स्नायुक,vātika snāyuka,,,,,,,,Ayurveda
AYU_2156,,"the disorder is characterized by nīlimā [bluish tinge], pīta [yellowish], dāhaḥ [burning sensation]",NB-4.1.2,2233.0,,pittaja snAyuka,पित्तज स्नायुक,pittaja snāyuka,,,,,,,,Ayurveda
AYU_2157,,,O,2235.0,,kShudrarogaH,क्षुद्ररोगः,kṣudrarōgaḥ,,,,,,,,Ayurveda
AYU_2158,,"the disorder is characterized by antardāhaḥ yukta sphōṭāḥ [blisters with internal burning sensation], kakṣābhāgēṣu sphōṭāḥ [blisters in axilla], jvaraḥ [fever], dīptapāvakasannibhaḥ sphōṭāḥ(agnyābhā) [blisters resemble blazing of fire], māṁsa dāraṇa (dāruṇa) sphōṭāḥ [blisters burrowing muscle]",O-1,2236.0,,agnirohiNI,अग्निरोहिणी,agnirōhiṇī,,,,,,,,Ayurveda
AYU_2159,,,O-2 (SN5Y),2237.0,,ajagallikA,अजगल्लिका,(a) ajagallikā,,,,Note: Also Classifed under #san@bAlarOgaH-sa~gkIrNa#[MD],,,,Ayurveda
AYU_2160,,,O-3 (SP9Y),2238.0,,anuSayI,अनुशयी,(a) anuśayī,,,,,,,,Ayurveda
AYU_2161,,,O-4 (SN5Y),2239.0,,andhAlajI/antrAlajI,अन्धालजी/अन्त्रालजी,"(a) andhālajī, (a) antrālajī",,,,,,,,Ayurveda
AYU_2162,,,O-5 (SN0Y),2241.0,,avapIDakaH,अवपीडकः,(a) avapīḍakaḥ,,,,,,,,Ayurveda
AYU_2163,,"It is characterised by sticky moistness, itching, burning sensation of interdigital areas of feet. This may be explained by: (a) Vitiation of kaphadosha, pittadosha affecting skin, blood, muscle.",SN48 (O-6),2242.0,,alasaH,अलसः,(a) alasaḥ,,,,,,,,Ayurveda
AYU_2164,,It is characterised by multiple opening lesion and excessive soddening in the scalp. This may be explained by: (a) Vitiated kapha and blood localising over the scalp.,SN70 (O-7),2243.0,,arUMShikA,अरूंषिका,(a) arūṃṣikā,,,,,,,,Ayurveda
AYU_2165,,,O-8 (SN5Y),2244.0,,indraviddhA,इन्द्रविद्धा,(a) indraviddhā,,,,,,,,Ayurveda
AYU_2166,,,O-9 (SN5Y),2245.0,,utkoThaH,उत्कोठः,(a) utkoṭhaḥ,,,,,,,,Ayurveda
AYU_2167,,It is characterised by reddish raised circular rashes with itching. This may be explained by: (a) Vitiation of pittadosha and kaphadosha.,SN4L (O-10),2246.0,,koThaH,कोठः,(a) koṭhaḥ,,,,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2] and #san@raktavahasrOtOvikAra# [ED],,,,Ayurveda
AYU_2168,,,O-11 (SN5Y),2247.0,,irivellikA,इरिवेल्लिका,(a) irivellikā,,,,,,,,Ayurveda
AYU_2169,,,SN4T (O-12),2248.0,,kakShAH,कक्षाः,(a) kakṣāḥ,,,,,,,,Ayurveda
AYU_2170,,,O-13 (SN9Y),2249.0,,kacCapikA,कच्छपिका,(a) kacchapikā,,,,,,,,Ayurveda
AYU_2171,,,O-14 (SN9Y),2250.0,,kadaraH,कदरः,(a) kadaraḥ,,,,,,,,Ayurveda
AYU_2172,,,O-15 (SN6Y),2251.0,,kunakhaH,कुनखः,(a) kunakhaḥ,,,,,,,,Ayurveda
AYU_2173,,,O-16 (SN5Y),2253.0,,gandhanAmA/gandhamAlA,गन्धनामा/गन्धमाला,"(a) gandhanāmā, (a) gandhamālā",,,,,,,,Ayurveda
AYU_2174,,,O-17 (SN5Y),2254.0,,gardaBikA,गर्दभिका,(a) gardabhikā,,,,,,,,Ayurveda
AYU_2175,,It is characterised by rectum or a part of rectum descending through the anus and inflammation of the rectal muscles. This may be explained by: (a) Vitiated vata affecting the rectal region.,SM55 (O-18),2255.0,,gudaBraMSaH,गुदभ्रंशः,(a) gudabhraṃśaḥ,,,,,,,,Ayurveda
AYU_2176,,"It is characterised by hard nail like eruptions of variable shapes and sizes appearing on the surface of skin. This may be explained by: (a) Weak digestive and metabolic factors, vitiation of primary product of digested food leading to vitiation of vata affecting the blood, muscle, fat and skin.",SN4S (O-19),2256.0,,carmakIlaH,चर्मकीलः,(a) carmakīlaḥ,,,,,,,,Ayurveda
AYU_2177,,"the disorder is characterized by tōda yukta kīlaḥ [projection associated with pricking pain], pāruṣya yuktaḥ [roughness/dryness]",O-19.1,2257.0,,vAtika-carmakIlaH,वातिक-चर्मकीलः,vātika-carmakīlaḥ,,,,,,,,Ayurveda
AYU_2178,,the disorder is characterized by asita raktatā (kīla) [black pile mass],O-19.2,2258.0,,paittika-carmakIlaH,पैत्तिक-चर्मकीलः,paittika-carmakīlaḥ,,,,,,,,Ayurveda
AYU_2179,,"the disorder is characterized by tvak savarṇa kīlaḥ [Skin coloured nail like projection], grathita kīlaḥ [knotted nail like projection over skin surface], snigdha kīlaḥ [unctuous nail like projection]",O-19.3,2259.0,,kaPaja-carmakIlaH,कफज-चर्मकीलः,kaphaja-carmakīlaḥ,,,,,,,,Ayurveda
AYU_2180,,,O-20 (SN6Y),2260.0,,cipyam/akShatA/upanakha,चिप्यम्/अक्षता/उपनख,"(a) cipyam, (a) akṣatā, (a) upanakha",,,,,,,,Ayurveda
AYU_2181,,"It is characterised by congential blackish, reddish painless circular lesion. This may be explained by: (a) Vitiated kaphadosha and blood.",SN4F (O-21),2261.0,,jatumaNiH,जतुमणिः,(a) jatumaṇiḥ,,,,,,,,Ayurveda
